long,long,str,long,float,long,long,float,float,float,None,long,long,long,float,float,float,float,float,float,float,float,float,float,float,float,float,float,
19,0,"CREATURE\HUMLMERCHANT\HUMLMERCHANT.M2",1,1.0,1,1,18.0,12.0,1.0,,0,0,19,0.509700000286,2.03099989891,0.0,-0.293406993151,-0.581777989864,-0.00681099994108,0.515012979507,0.55491399765,2.01039600372,1.0,1.0,0.0,0.0,0.0,
20,0,"CREATURE\HUMLUPPERCITIZEN\HUMLUPPERCITIZEN.M2",1,1.0,1,1,18.0,12.0,1.0,,0,0,20,0.509700000286,2.03099989891,0.0,-0.293581008911,-0.581821978092,-0.00681099994108,0.515112996101,0.554888010025,2.0502550602,1.0,1.0,0.0,0.0,0.0,
21,0,"CREATURE\HUMNGUARDBIG\HUMNGUARDBIG.M2",1,1.0,1,1,18.0,12.0,1.0,,0,0,21,0.509700000286,2.03099989891,0.0,-0.524196028709,-0.470910012722,-0.00255100009963,0.42838999629,0.517416000366,2.22750091553,1.0,1.0,0.0,0.0,0.0,
22,0,"CREATURE\HUMSCITIZENMID\HUMSCITIZENMID.M2",1,1.0,1,1,18.0,12.0,1.0,,0,0,22,0.611199975014,2.03099989891,1.16668903828,-0.717700004578,-0.869458973408,-0.000788000004832,0.368034988642,0.74946397543,2.02525806427,1.0,1.0,0.0,0.0,0.0,
23,0,"CREATURE\HUMSMERCHANT\HUMSMERCHANT.M2",1,1.0,1,1,18.0,12.0,1.0,,0,0,23,0.509700000286,2.03099989891,0.0,-0.24360999465,-0.537322998047,-0.00152399996296,0.503072977066,0.54058098793,2.02428102493,1.0,1.0,0.0,0.0,0.0,
24,2,"CREATURE\INFERNAL\INFERNAL.M2",1,1.0,1,5,18.0,12.0,1.0,,0,10,24,0.611111998558,2.03128004074,0.0,-1.43900704384,-2.75123405457,0.0308890007436,1.05978000164,2.72713589668,4.12912082672,1.0,1.0,0.0,0.0,0.0,
25,0,"CREATURE\KEEPEROFTHEGROVE\KEEPEROFTHEGROVE.M2",1,1.0,1,6,18.0,12.0,1.0,,0,0,25,0.611111998558,2.03128004074,1.99583804607,-1.85265600681,-1.0011639595,-0.0218390002847,1.47019803524,1.58020997047,4.13880681992,1.0,1.0,0.0,0.0,0.0,
26,0,"CREATURE\KOBOLD\KOBOLD.M2",0,1.0,1,1,18.0,12.0,1.0,,0,0,26,0.611199975014,2.03099989891,0.885780990124,-0.981126010418,-0.552604973316,-0.00810899958014,0.943606972694,0.480619013309,1.23509895802,1.0,1.0,0.0,0.0,0.0,
27,4096,"CREATURE\KODOBEAST\KODOBEAST.M2",3,1.0,1,1,18.0,12.0,1.0,,1,10,27,0.611199975014,2.03099989891,3.54287004471,-7.38137102127,-2.44592094421,-0.0132990004495,3.35458302498,2.27348589897,5.36693716049,1.0,3.0,0.0,0.0,0.0,
28,2,"",1,1.0,1,0,18.0,12.0,1.0,,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
29,12288,"CREATURE\LOSTONE\LOSTONE.M2",1,1.0,1,4,18.0,12.0,1.0,,0,0,29,0.611199975014,2.03099989891,1.0431150198,-0.569405972958,-0.520267009735,-0.00475599989295,0.30893599987,0.53125500679,1.94893205166,1.0,1.0,0.0,0.0,0.0,
30,4098,"CREATURE\MINESPIDER\MINESPIDER.M2",1,1.0,2,6,9.0,6.0,1.0,,0,0,30,0.611111998558,2.03128004074,0.0,-2.20322299004,-2.20013308525,-0.0179079994559,3.88432192802,2.19735789299,2.03911399841,1.0,1.0,0.0,0.0,0.0,
31,0,"CREATURE\MURLOC\MURLOC.M2",1,1.0,1,4,18.0,12.0,1.0,,0,0,31,0.611111998558,2.03128004074,0.387196004391,-0.604077994823,-0.496663987637,-0.00195199996233,0.433333009481,0.493416011333,1.28522205353,1.0,1.0,0.0,0.0,0.0,
32,0,"CREATURE\OGRE\OGRE.M2",3,1.0,1,4,18.0,12.0,1.0,,0,10,32,0.611111998558,2.03128004074,1.34668695927,-0.571246981621,-0.99410200119,-0.0105600003153,0.5162140131,0.989904999733,2.88022398949,1.0,1.0,0.0,0.0,0.0,
33,0,"CREATURE\OGRE\OGREMAGE.M2",3,1.0,1,1,18.0,12.0,1.0,,0,10,33,0.611111998558,2.03128004074,1.34669005871,-0.571246981621,-0.994103014469,-0.0105590000749,0.5162140131,0.989904999733,2.88380599022,1.0,1.0,0.0,0.0,0.0,
34,0,"CREATURE\RAPTOR\RAPTOR.M2",1,1.0,1,5,18.0,12.0,1.0,,0,0,34,0.611111998558,2.03128004074,2.52060890198,-4.3628411293,-1.16328895092,-0.0623839981854,1.98948502541,2.12670207024,3.21446895599,1.0,1.0,0.0,0.0,0.0,
35,2,"CREATURE\SEAGIANT\SEAGIANT.M2",4,1.0,1,4,18.0,12.0,1.0,,1,11,35,0.611199975014,2.03099989891,5.14850902557,-2.3805270195,-4.27798604965,-0.150070995092,1.68833899498,4.44659900665,7.89284086227,0.800000011921,0.75,0.0,0.0,0.0,
36,4097,"CREATURE\SILITHID\SILITHID.M2",1,1.0,2,1,1.0,1.0,1.0,,0,0,36,0.611111998558,2.03128004074,0.0,-2.68185305595,-1.70834195614,-0.0149940000847,1.42531096935,1.71016800404,2.3749730587,1.0,1.0,0.0,0.0,0.0,
37,2,"CREATURE\SUCCUBUS\SUCCUBUS.M2",1,1.0,1,3,18.0,12.0,1.0,,0,0,37,0.611199975014,2.03099989891,0.0,-1.63837599754,-0.520596981049,-0.00468999985605,0.259530991316,1.23425996304,2.05440592766,1.0,1.0,0.0,0.0,0.0,
38,2,"CREATURE\TALLSTRIDER\TALLSTRIDER.M2",1,1.0,1,5,18.0,12.0,1.0,,0,0,38,0.611111998558,2.03128004074,2.30109810829,-1.67216801643,-0.780713021755,-0.0286580007523,1.43001401424,0.89035898447,3.25212311745,1.0,1.0,0.0,0.0,0.0,
39,2,"CREATURE\TITANFEMALE\TITANFEMALE.M2",4,1.0,1,1,18.0,12.0,1.0,,10,11,39,0.611199975014,2.03099989891,4.5489358902,-1.15297698975,-1.85482704639,-0.0200169999152,1.21446895599,1.14187204838,7.33649778366,1.0,1.0,0.0,0.0,0.0,
40,2,"CREATURE\TITANMALE\TITANMALE.M2",3,1.0,1,1,18.0,12.0,1.0,,1,12,40,0.611111998558,2.03128004074,4.30996322632,-1.82332599163,-3.11596608162,-0.00475799990818,1.73178803921,2.64792490005,7.39798784256,1.0,1.0,0.0,0.0,0.0,
41,0,"CREATURE\TROGLODYTE\TROGLODYTE.M2",1,1.0,1,4,18.0,12.0,1.0,,0,0,41,0.611111998558,2.03128004074,0.811946988106,-0.253639996052,-0.832327008247,-0.000682000012603,1.03449594975,0.856486022472,1.88273704052,1.0,1.0,0.0,0.0,0.0,
42,0,"CREATURE\TROLL\TROLL.M2",1,1.0,1,1,18.0,12.0,1.0,,0,0,42,0.611111998558,2.03128004074,1.57959604263,-1.10344004631,-0.704510986805,0.000752000021748,0.474420011044,0.761578023434,2.26705908775,1.0,1.0,0.0,0.0,0.0,
43,4112,"CREATURE\WOLF\WOLF.M2",1,1.0,1,7,15.0,10.0,1.0,,0,0,43,0.611111998558,2.03128004074,0.0,-2.25668001175,-0.634410023689,0.00169399997685,1.58674502373,0.665418028831,1.70278203487,1.0,1.0,0.0,0.0,0.0,
44,0,"CREATURE\WORGEN\WORGEN.M2",1,1.0,1,7,18.0,12.0,1.0,,0,0,44,0.611199975014,2.03099989891,1.29404699802,-0.655966997147,-1.17623198032,0.000852000026498,0.702094972134,1.08035695553,2.29017710686,1.0,1.0,0.0,0.0,0.0,
45,2,"CREATURE\GHOUL\GHOUL.M2",1,1.0,2,1,18.0,12.0,1.0,,0,0,45,0.611199975014,2.03099989891,1.21797299385,-0.586956977844,-1.35871994495,-0.0281850006431,1.17788994312,1.53303003311,1.9410790205,1.0,1.0,0.0,0.0,0.0,
47,8192,"CREATURE\DRAGONSPAWN\DRAGONSPAWN.M2",1,1.0,1,5,18.0,12.0,1.0,,0,0,47,0.611111998558,2.03128004074,1.4516119957,-2.9501619339,-2.11428499222,-0.0360950008035,2.2559030056,2.06847810745,2.57851195335,1.0,1.0,0.0,0.0,0.0,
49,2052,"CHARACTER\HUMAN\MALE\HUMANMALE.M2",1,1.0,1,1,12.0,10.0,1.0,,0,0,49,0.611111998558,2.03128004074,1.03618001938,-0.576852023602,-0.544345021248,-0.0129800001159,0.368063986301,0.535902023315,2.12919902802,1.0,1.0,0.0,0.0,0.0,
50,2052,"CHARACTER\HUMAN\FEMALE\HUMANFEMALE.M2",1,1.0,1,1,12.0,10.0,1.0,,0,0,50,0.416666001081,1.91345024109,1.00263702869,-0.55400198698,-0.359899014235,-0.00205600005575,0.275934010744,0.370544999838,1.92503595352,1.0,1.0,0.0,0.0,0.0,
51,2052,"CHARACTER\ORC\MALE\ORCMALE.M2",1,1.0,1,1,14.0,14.0,1.0,,0,0,51,0.611111998558,2.03128004074,1.11704695225,-0.733453989029,-0.874347984791,-0.0207400005311,0.74538397789,0.853489995003,2.41641688347,1.0,1.0,0.0,0.0,0.0,
52,2052,"CHARACTER\ORC\FEMALE\ORCFEMALE.M2",1,1.0,1,1,12.0,11.0,1.0,,0,0,52,0.611111998558,2.03128004074,1.11188602448,-0.735922992229,-0.524625003338,-0.0108650000766,0.303420990705,0.525527000427,2.1483039856,1.0,1.0,0.0,0.0,0.0,
53,2052,"CHARACTER\DWARF\MALE\DWARFMALE.M2",1,1.0,1,1,12.0,10.0,1.0,,0,0,53,0.611111998558,1.60660004616,0.724923014641,-0.639464020729,-0.640761971474,-0.0293540004641,0.400685995817,0.607293009758,1.59698104858,1.0,1.0,0.0,0.0,0.0,
54,2052,"CHARACTER\DWARF\FEMALE\DWARFFEMALE.M2",1,1.0,1,1,12.0,10.0,1.0,,0,0,54,0.444445014,1.527780056,0.680554986,-0.490628004074,-0.466468989849,-0.011874999851,0.258262991905,0.471742004156,1.57448995113,1.0,1.0,0.0,0.0,0.0,
55,2052,"CHARACTER\NIGHTELF\MALE\NIGHTELFMALE.M2",1,1.0,1,1,12.0,10.0,1.0,,0,0,55,0.777778029442,2.4380800724,1.30095398426,-0.713768005371,-0.617812991142,-0.0119899995625,0.303063988686,0.637028992176,2.59493303299,1.0,1.0,0.0,0.0,0.0,
56,2052,"CHARACTER\NIGHTELF\FEMALE\NIGHTELFFEMALE.M2",1,1.0,1,1,12.0,10.0,1.0,,0,0,56,0.555555999279,2.25,1.33473801613,-0.651848018169,-0.388640999794,-0.0106140002608,0.345430999994,0.590205013752,2.35701107979,1.0,1.0,0.0,0.0,0.0,
57,2052,"CHARACTER\SCOURGE\MALE\SCOURGEMALE.M2",1,1.0,2,1,12.0,10.0,1.0,,0,0,57,0.694444000721,1.861109972,1.07823503017,-0.823059022427,-0.530633985996,-0.0108589995652,0.406105995178,0.463427990675,2.10136699677,1.0,1.0,0.0,0.0,0.0,
58,2052,"CHARACTER\SCOURGE\FEMALE\SCOURGEFEMALE.M2",1,1.0,2,1,12.0,10.0,1.0,,0,0,58,0.416666001081,1.84387016296,0.970544993877,-0.509509027004,-0.442010998726,-0.0037720000837,0.414869993925,0.431286990643,2.05484890938,1.0,1.0,0.0,0.0,0.0,
59,2052,"CHARACTER\TAUREN\MALE\TAURENMALE.M2",1,1.0,1,3,22.0,16.0,2.0,,0,0,59,0.611111998558,2.03128004074,0.987214028835,-1.07067596912,-0.868192970753,-0.0116499997675,0.987770974636,0.858475983143,2.24881291389,1.0,1.0,0.0,0.0,0.0,
60,2052,"CHARACTER\TAUREN\FEMALE\TAURENFEMALE.M2",1,1.25,1,3,20.0,14.0,2.0,,0,0,60,0.666665971279,2.111109972,1.02331399918,-0.897799015045,-0.664421975613,-0.00357499998063,0.540799021721,0.664421975613,2.26523709297,1.0,1.0,0.0,0.0,0.0,
61,12298,"CREATURE\CARRIONBIRD\CARRIONBIRD.M2",0,1.0,1,1,18.0,12.0,1.0,,0,0,61,0.611111998558,2.03128004074,0.0,-2.15283608437,-2.98110890388,0.374426990747,1.67688798904,3.06234407425,6.30379104614,0.600000023842,1.0,0.0,0.0,0.0,
62,12296,"CREATURE\HYDRA\HYDRA.M2",3,1.0,1,1,18.0,12.0,1.0,,0,10,62,0.611111998558,2.03128004074,0.0,-6.07216501236,-2.77826499939,-0.19453600049,2.30994606018,4.29360723495,4.74029684067,1.0,1.0,0.0,0.0,0.0,
63,12290,"CREATURE\TARANTULA\TARANTULA.M2",1,1.0,1,1,18.0,12.0,1.0,,0,0,63,0.611111998558,2.03128004074,0.0,-2.26288890839,-3.05110907555,-0.0242839995772,2.9279088974,3.04340291023,2.57780599594,1.0,1.0,0.0,0.0,0.0,
64,2,"",1,1.0,1,1,18.0,12.0,1.0,,0,0,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
65,4096,"CREATURE\HORSE\HORSE.M2",1,1.0,1,6,18.0,12.0,1.0,,0,0,65,0.611111998558,2.03128004074,1.99109399319,-1.51601099968,-0.424993991852,-0.0200260002166,1.73296403885,0.395877987146,2.58569097519,1.0,1.0,0.0,0.0,0.0,
66,4096,"CREATURE\BOAR\BOAR.M2",0,1.0,1,3,9.0,6.0,1.0,,0,0,66,0.611199975014,2.03099989891,0.0,-1.15695297718,-0.450194001198,-0.0281179994345,1.78269898891,0.452030003071,2.09389400482,1.0,1.0,0.0,0.0,0.0,
67,16,"CREATURE\ANCIENTPROTECTOR\ANCIENTPROTECTOR.M2",3,1.0,2,3,18.0,12.0,1.0,,1,11,67,0.611111998558,2.03128004074,0.0,-1.83689701557,-2.81258702278,-0.0326829999685,2.67227602005,2.97718405724,6.28103780746,0.800000011921,0.5,0.0,0.0,0.0,
68,0,"CREATURE\DOOMGUARD\DOOMGUARD.M2",1,1.0,1,3,18.0,12.0,1.0,,0,0,68,0.611111998558,2.03128004074,0.0,-2.3134059906,-2.17146897316,0.0182659998536,0.778068006039,2.21488404274,4.17837810516,1.0,1.0,0.0,0.0,0.0,
69,3,"CREATURE\ELEMENTALEARTH\ELEMENTALEARTH.M2",1,1.0,1,3,18.0,12.0,1.0,,0,0,69,0.611111998558,2.03128004074,0.0,-1.8591940403,-2.2969789505,-0.131291002035,1.86320400238,2.17863988876,3.32869696617,0.300000011921,1.0,0.0,0.0,0.0,
70,2,"CREATURE\SKELETON\SKELETON.M2",1,1.0,1,1,18.0,12.0,1.0,,0,0,70,0.611111998558,2.03128004074,1.39140403271,-0.606957018375,-0.747482001781,-0.0168110001832,0.530460000038,0.665247023106,1.98740005493,1.0,1.0,0.0,0.0,0.0,
71,8194,"CREATURE\GOLEMHARVEST\GOLEMHARVEST.M2",1,1.0,3,1,18.0,12.0,1.0,,0,0,71,0.611199975014,2.03099989891,0.0,-1.07358598709,-1.48199105263,-0.00585399987176,0.728421986103,1.46034801006,3.38175702095,1.0,1.0,0.0,0.0,0.0,
72,2,"CREATURE\GOLEMHARVESTSTAGE2\GOLEMHARVESTSTAGE2.M2",1,1.0,3,1,18.0,12.0,1.0,,0,0,72,0.611111998558,2.03128004074,0.0,-1.02666902542,-1.41559696198,0.000997000024654,0.595842003822,1.425137043,3.00703811646,1.0,1.0,0.0,0.0,0.0,
73,4097,"CREATURE\DIREWOLF\DIREWOLF.M2",1,1.0,1,7,6.0,4.0,1.0,,0,0,73,0.611111998558,2.03128004074,1.39911103249,-2.1529610157,-0.575959026814,-0.140681996942,1.58940494061,0.546911001205,1.87903499603,1.0,1.0,0.0,0.0,0.0,
74,0,"CREATURE\HUMANMALEPEASANT\HUMANMALEPEASANT.M2",1,1.0,1,4,12.0,10.0,1.0,,0,0,74,0.611111998558,2.03128004074,0.0,-0.370568007231,-0.540428996086,0.000586999987718,0.440364986658,0.560496985912,1.83196401596,1.0,1.0,0.0,0.0,0.0,
75,4097,"CREATURE\WINDSERPENT\WINDSERPENT.M2",2,1.0,1,5,18.0,12.0,1.0,,0,0,75,0.611199975014,2.03099989891,0.0,-5.09820985794,-2.80292701721,0.0126579999924,2.72466492653,2.56606292725,5.16727590561,1.0,1.0,0.0,0.0,0.0,
76,12297,"CREATURE\FRENZY\FRENZY.M2",1,1.0,1,0,18.0,12.0,1.0,,0,0,76,0.611199975014,2.03099989891,0.0,-1.52123999596,-0.791051983833,0.0120919998735,1.0316619873,1.06379902363,1.45408499241,1.0,1.0,0.0,0.0,0.0,
77,0,"CREATURE\DRYAD\DRYAD.M2",1,1.0,1,6,18.0,12.0,1.0,,0,0,77,0.611199975014,2.03099989891,0.0,-0.984858989716,-0.58105802536,-0.0111090000719,1.06256604195,0.436618000269,2.43447899818,1.0,1.0,0.0,0.0,0.0,
78,0,"CREATURE\SATYR\SATYR.M2",1,1.0,1,3,18.0,12.0,1.0,,0,0,78,0.611199975014,2.03099989891,0.0,-1.87001097202,-0.922140002251,-0.00484699988738,0.315880000591,0.917492985725,2.77043294907,1.0,1.0,0.0,0.0,0.0,
79,0,"CREATURE\HUMANMALEKID\HUMANMALEKID.M2",1,1.0,1,4,18.0,12.0,1.0,,0,0,79,0.611199975014,2.03099989891,0.0,-0.169947996736,-0.254709005356,0.00714399991557,0.212210997939,0.256330013275,1.30131196976,1.0,1.0,0.0,0.0,0.0,
80,0,"CREATURE\HUMANFEMALEKID\HUMANFEMALEKID.M2",1,1.0,1,4,18.0,12.0,1.0,,0,0,80,0.611111998558,2.03128004074,0.0,-0.162358999252,-0.208796992898,-0.00119400001131,0.0896240025759,0.201047003269,1.1638879776,1.0,1.0,0.0,0.0,0.0,
81,4099,"CREATURE\SLIME\SLIME.M2",1,1.0,2,0,18.0,12.0,1.0,,0,0,81,0.611111998558,2.03128004074,0.0,-2.43945288658,-1.42815601826,-0.0303060002625,1.08921694756,1.41089200974,1.84228599072,1.0,1.0,0.0,0.0,0.0,
82,4112,"CREATURE\TIGER\TIGER.M2",1,1.0,1,7,18.0,12.0,1.0,,0,0,82,0.611111998558,2.03128004074,1.24137198925,-2.42836499214,-0.658701002598,-0.00620299996808,1.02950298786,0.533702015877,1.26810204983,1.0,1.0,0.0,0.0,0.0,
83,0,"CREATURE\BEAR\BEAR.M2",1,1.0,1,7,18.0,12.0,1.0,,0,0,83,0.611199975014,2.03099989891,1.76147401333,-1.6575820446,-0.925305008888,-0.0587100014091,1.68501400948,0.867245972157,1.84520602226,1.0,1.0,0.0,0.0,0.0,
84,8194,"CREATURE\GOLEMSTONE\GOLEMSTONE.M2",1,1.0,3,0,18.0,12.0,1.0,,0,10,84,0.611111998558,2.03128004074,0.0,-1.01135396957,-2.02566099167,-0.0678760036826,2.02873492241,1.72008001804,3.34815502167,1.0,1.0,0.0,0.0,0.0,
85,4097,"CREATURE\WYVERN\WYVERN.M2",1,1.0,1,0,18.0,12.0,1.0,,0,0,85,0.611111998558,2.03128004074,1.19389104843,-3.25846099854,-5.22975921631,0.849886000156,3.43985199928,5.23510789871,7.61610603333,1.0,1.0,0.0,0.0,0.0,
86,0,"CREATURE\HUMANMALEPEASANT\HUMANMALEPEASANTAXE.M2",1,1.0,1,1,18.0,12.0,1.0,,0,0,86,0.611111998558,2.03128004074,0.0,-0.370568007231,-0.540428996086,0.000586999987718,0.440364986658,0.560496985912,1.83196401596,1.0,1.0,0.0,0.0,0.0,
87,0,"CREATURE\HUMANMALEPEASANT\HUMANMALEPEASANTGOLD.M2",1,1.0,1,1,18.0,12.0,1.0,,0,0,87,0.509700000286,2.03099989891,0.0,-0.991775989532,-0.527033984661,0.000584999972489,0.440351009369,0.523597002029,1.76041805744,1.0,1.0,0.0,0.0,0.0,
88,0,"CREATURE\HUMANMALEPEASANT\HUMANMALEPEASANTPICK.M2",1,1.0,1,1,18.0,12.0,1.0,,0,0,88,0.611111998558,2.03128004074,0.0,-0.432397007942,-0.540427982807,-0.00178699998651,0.826876997948,0.575358986855,1.82894194126,1.0,1.0,0.0,0.0,0.0,
89,0,"CREATURE\HUMANMALEPEASANT\HUMANMALEPEASANTWOOD.M2",1,1.0,1,1,18.0,12.0,1.0,,0,0,89,0.611111998558,2.03128004074,0.0,-0.527288019657,-0.640410006046,0.000654999981634,0.578918993473,0.545234024525,2.12270498276,1.0,1.0,0.0,0.0,0.0,
90,12297,"CREATURE\HIPPOGRYPH\HIPPOGRYPH.M2",2,1.0,1,0,18.0,12.0,1.0,,0,0,90,0.611199975014,2.03099989891,1.65658605099,-2.87717795372,-3.74362897873,0.0396450012922,2.17757511139,3.76338005066,5.15644598007,1.0,1.0,0.0,0.0,0.0,
91,4097,"CREATURE\SILITHIDTANK\SILITHIDTANK.M2",1,1.0,1,1,1.0,1.0,1.0,,0,0,91,0.611111998558,2.03128004074,0.0,-2.46075510979,-1.4406529665,-0.0433560013771,1.36836695671,1.77247095108,3.22070407867,1.0,1.0,0.0,0.0,0.0,
92,4099,"CREATURE\SILITHIDWASP\SILITHIDWASP.M2",1,1.0,1,0,18.0,12.0,1.0,,0,0,92,0.611111998558,2.03128004074,2.76492094994,-1.94430398941,-2.61016988754,0.160823002458,2.33880209923,2.48416090012,5.96797418594,1.0,1.0,0.0,0.0,0.0,
93,0,"CREATURE\HUMANFEMALEBLACKSMITH\HUMANFEMALEBLACKSMITH.M2",1,1.0,1,1,18.0,12.0,1.0,,0,0,93,0.472199976444,1.94400000572,0.0,-0.269897013903,-0.316466003656,-0.0047140000388,0.246694996953,0.328929007053,1.89701402187,1.0,1.0,0.0,0.0,0.0,
94,0,"CREATURE\HUMANFEMALEFARMER\HUMANFEMALEFARMER.M2",1,1.0,1,1,18.0,12.0,1.0,,0,0,94,0.611111998558,2.03128004074,0.0,-0.529582023621,-0.42791301012,-0.00456999987364,0.245353996754,0.43513199687,1.88383901119,1.0,1.0,0.0,0.0,0.0,
95,0,"CREATURE\HUMANFEMALEMERCHANTFAT\HUMANFEMALEMERCHANTFAT.M2",1,1.0,1,1,18.0,12.0,1.0,,0,0,95,0.611199975014,2.03099989891,0.0,-0.316276997328,-0.369578003883,-0.00855899974704,0.260953992605,0.463854014874,2.02260398865,1.0,1.0,0.0,0.0,0.0,
96,0,"CREATURE\HUMANFEMALEMERCHANTTHIN\HUMANFEMALEMERCHANTTHIN.M2",1,1.0,1,1,18.0,12.0,1.0,,0,0,96,0.555599987507,1.94400000572,0.0,-0.333600014448,-0.369576990604,-0.00855800043792,0.249117001891,0.403831005096,1.87299597263,1.0,1.0,0.0,0.0,0.0,
97,0,"CREATURE\HUMANFEMALEPEASANT\HUMANFEMALEPEASANT.M2",1,1.0,1,1,18.0,12.0,1.0,,0,0,97,0.416599988937,1.9129999876,0.0,-0.300864011049,-0.330076992512,-0.00170799996704,0.333065986633,0.421097010374,1.88944494724,1.0,1.0,0.0,0.0,0.0,
